"year","month","cld","drt","frs","pet","pet_sum","pre","tmn","tmp","tmx","vap","wet"
1923,9,61.9,12.6,0,2.9,87,77.4,13.9,20.2,26.5,18.5,9.43
1923,10,53.1,14.4,5.43,2.3,71.3,32.9,5,12.2,19.4,9.8,6.67
1923,11,71.1,11.4,16.32,1.5,45,76.2,0.4,6.1,11.8,6.5,9.37
1923,12,67.9,11.4,18.71,1.3,40.3,61.3,-0.3,5.4,11.1,6.2,12.2
1924,1,64.1,11.5,27.5,1.1,34.1,110.7,-6.3,-0.5,5.3,4.1,13.81
1924,2,75.3,11.3,25.97,1,29,61.7,-6.6,-0.9,4.8,4.5,12.41
1924,3,72.3,11.2,18.45,2,62,108.9,-0.2,5.4,11,6,15.41
1924,4,66.6,13.8,8.98,3.1,93,61,3.3,10.2,17.1,7.7,14.24
1924,5,71.2,14.2,1.78,3.2,99.2,212,7.2,14.3,21.4,12.3,15.83
1924,6,67.8,12.3,0,4.1,123,141.3,14.9,21,27.2,17.8,11.4
1924,7,61,12.9,0,4,124,56.6,15.8,22.2,28.7,20.9,10.23
1924,8,57.1,14,0,3.8,117.8,78.6,15.6,22.6,29.6,21.2,11.05
1924,9,67,12.2,0,2.3,69,154.6,10.6,16.7,22.8,16.5,12.99
1924,10,40.4,19,6.93,2.8,86.8,36.1,4.3,13.8,23.3,10.5,3.81
1924,11,64.7,14.3,16.32,1.9,57,59.4,0.4,7.5,14.7,6.5,7.81
1924,12,70.1,11,25.99,1,31,42.5,-4.7,0.8,6.3,4.8,11.48
1925,1,67.8,12.5,28.48,0.8,24.8,100.9,-7.5,-1.2,5.1,4.6,14.97
1925,2,64.1,12.5,21.18,1.6,44.8,54.6,-2.4,3.9,10.2,5.5,8.18
1925,3,63.2,14.2,18.19,2.3,71.3,62,-0.1,7,14.1,6.7,9.05
1925,4,60.1,16.6,5.86,3.7,111,88.1,4.7,13,21.3,9,10.91
1925,5,60.5,15,1.31,3.7,114.7,37.7,7.6,15.1,22.6,12.1,8.74
1925,6,51.3,16.7,0,5.2,156,74.4,15.6,23.9,32.3,20.2,7.57
1925,7,57.8,16.5,0,5.2,161.2,81.1,17.5,25.7,34,21.5,10.64
1925,8,49.5,16.4,0,4.7,145.7,54.5,15.4,23.6,31.8,19,10.34
1925,9,57.3,15.7,0,3.8,114,24.6,15.4,23.2,31.1,19.5,9.18
1925,10,75.1,12.4,5.03,1.8,55.8,122,5.2,11.4,17.6,10.1,10.47
1925,11,71.1,14.9,18.62,1.8,54,61.3,-0.5,7,14.5,6.5,10.56
1925,12,76.5,11.4,23.8,1.3,40.3,49.5,-2.7,3,8.7,4.9,7.17
1926,1,66.4,14.8,27.76,1.3,40.3,83,-6.6,0.8,8.2,4.5,14.36
1926,2,69.2,14.1,22.62,1.7,47.6,102.9,-3.8,3.3,10.4,5.2,13.67
1926,3,69.4,15.4,23.91,2.3,71.3,49,-2.8,4.9,12.6,5.3,10.12
1926,4,63.6,17,10.93,3.5,105,35.8,2.5,11,19.5,7.6,7
1926,5,53.1,16,0,4.7,145.7,69.5,10,18,26,12.1,9.4
1926,6,60.2,16.3,0,4.7,141,60.1,12.9,21,29.2,16,7.41
1926,7,55.9,15.2,0,5.1,158.1,89.5,17.9,25.5,33.1,21.5,11.45
1926,8,65.7,14,0,3.8,117.8,175.6,17.7,24.7,31.7,24.3,12.57
1926,9,68.1,13.2,0,3,90,108.5,14.1,20.7,27.3,18.5,12.99
1926,10,61,14.1,2.04,2.2,68.2,82.6,7,14,21.1,12.1,10.45
1926,11,64.6,15.1,20.35,1.7,51,106.4,-1.2,6.4,14,6.5,12.59
1926,12,75.5,10.9,25.99,1.1,34.1,71.6,-4.7,0.8,6.3,4.5,11.65
1927,1,73.2,12.2,25.99,1.2,37.2,30.5,-4.7,1.4,7.5,4.7,9.22
1927,2,69.3,14.4,20.1,2,56,94.7,-1.7,5.5,12.7,5.5,12.33
1927,3,66.6,14.2,14.99,2.5,77.5,27.6,1.1,8.2,15.3,7.1,8.58
1927,4,67.8,13.9,8.04,3.2,96,151.2,3.7,10.6,17.6,7.8,14.08
1927,5,75.4,13.8,0,3.7,114.7,59.4,10.8,17.7,24.6,13.9,10.45
1927,6,60.7,16.5,0,4.8,144,62.7,13.1,21.3,29.6,16.4,11.4
1927,7,60.8,15.5,0,4.7,145.7,67.5,16.4,24.1,31.9,20.9,8.24
1927,8,66.4,15.5,0,3.8,117.8,58,14.4,22.1,29.9,19.4,10.77
1927,9,47.6,17.1,0,3.6,108,38.2,12.6,21.1,29.7,18.6,5.87
1927,10,52,16.5,1.78,2.6,80.6,177.6,7.2,15.4,23.7,12.4,11.01
1927,11,67.9,13.8,8.04,2,60,62.2,3.7,10.6,17.5,8.2,10.12
1927,12,69.3,12.7,24.37,1.3,40.3,74.5,-3.2,3.2,9.6,5.2,13.31
1928,1,62,14.4,26.19,1.3,40.3,42.1,-4.9,2.3,9.5,5.1,11.53
1928,2,69.3,13.3,23.52,1.8,52.2,53.4,-3.9,2.8,9.5,4.5,11.21
1928,3,68.4,13.8,19.24,2.4,74.4,63.8,-0.5,6.4,13.3,5.9,10.35
1928,4,67.4,14.3,8.74,3.2,96,145.1,3.4,10.5,17.7,7.6,13.35
1928,5,62.6,15.4,0.45,4,124,46.3,8.6,16.3,24,12.1,12.63
1928,6,71.4,13.4,0,4,120,173.9,14.3,21,27.7,17.8,10.87
1928,7,63.5,13.9,0,4.4,136.4,69.7,17.2,24.1,31.1,21.7,9.68
1928,8,70,12.3,0,3.4,105.4,160.3,17.3,23.4,29.6,23.7,5.88
1928,9,68.3,12,0,2.3,69,104.7,11,17,23,16.5,10.1
1928,10,57.4,13.3,1.66,2.1,65.1,28.2,7.3,13.9,20.6,12.1,5.21
1928,11,71.5,11.9,12.44,1.8,54,43.8,1.9,7.8,13.8,6.7,9.18
1928,12,64.7,12.5,25.78,0.8,24.8,28.4,-4.5,1.8,8.1,5.8,8.64
1929,1,65.4,11.1,26.87,0.9,27.9,59.9,-5.6,0,5.6,4.8,11.35
1929,2,68.8,13.2,24.99,1.4,39.2,78.8,-6.5,0.1,6.7,4,13.08
1929,3,64.8,13.6,11.81,2.6,80.6,77.2,2.3,9.1,15.9,7.2,11.21
1929,4,66.9,14,3.28,3.4,102,139.7,6.1,13.1,20.1,9.5,15.27
1929,5,67.2,12.9,0,3.7,114.7,109.9,9.9,16.3,22.8,12.7,10.5
1929,6,59.3,14.5,0,4.5,135,72.7,14,21.2,28.5,17.2,14.59
1929,7,58,14.7,0,4.3,133.3,103.4,15.6,22.9,30.3,21.3,8.02
1929,8,54,15.5,0,4.1,127.1,45.8,14.3,22,29.8,19,6.82
1929,9,54.5,16.3,0,3.4,102,53.3,12.5,20.6,28.8,18.5,10.84
1929,10,59.9,14.6,5.85,2.2,68.2,188.5,4.8,12.1,19.4,10.1,10.63
1929,11,78.3,10.1,10.68,1.6,48,96.8,2.6,7.6,12.7,7.1,8.57
1929,12,70.3,11.6,24.71,1.2,37.2,52.7,-3.5,2.3,8.1,5,10.37
1930,1,67,12,25.36,1.2,37.2,48.9,-4.1,1.9,7.9,5,13.68
1930,2,62.1,15.6,21.07,2.1,58.8,47.2,-2.3,5.5,13.3,5.4,9.52
1930,3,65.5,14.8,19.5,2.6,80.6,53.2,-0.6,6.8,14.2,5.7,9.81
1930,4,64,14.4,5.26,3.7,111,49.2,5,12.2,19.4,7.7,11.66
1930,5,58.1,14.9,0,4.4,136.4,53.4,12.3,19.7,27.2,15.4,9.25
1930,6,50.5,16.2,0,5.3,159,48.6,15.2,23.3,31.4,18.2,9.75
1930,7,40.9,16.1,0,5.9,182.9,18.2,18.9,26.9,35,21.5,8.28
1930,8,41.3,16.5,0,4.9,151.9,23.2,16.3,24.5,32.8,20.8,5.64
1930,9,47.6,17.4,0,4.3,129,30.3,15,23.7,32.4,18.7,5.87
1930,10,48.1,17.7,8.31,2.5,77.5,4,3.7,12.5,21.4,10.1,3.21
1930,11,68.5,13.3,15.54,1.7,51,31.3,0.7,7.3,14,6.8,5.89
1930,12,74.8,10.9,26.09,1,31,55.8,-4.8,0.7,6.2,4.6,9.61
1931,1,68.6,12.6,24.82,1.4,43.4,31.9,-3.6,2.7,9,4.8,9.2
1931,2,66.6,13.7,22.32,1.7,47.6,36.7,-3.5,3.4,10.3,5.1,8.94
1931,3,82.1,10.9,22.01,1.6,49.6,77.2,-1.6,3.9,9.4,6,11.8
1931,4,64.3,15,7.36,3.5,105,64.9,4,11.5,19,7.7,11.65
1931,5,67.4,15,0,4.1,127.1,123.1,10,17.5,25,12.8,13.68
1931,6,56.9,15.8,0,5.1,153,68.8,15.1,23,30.9,17.8,8.98
1931,7,61.1,15.5,0,4.9,151.9,126.8,18.8,26.5,34.3,24,11.22
1931,8,64.5,14.3,0,3.9,120.9,129.8,16.4,23.5,30.7,21.5,12.4
1931,9,55.8,15.8,0,3.8,114,56.7,14.9,22.8,30.7,19.1,8.19
1931,10,46,16.2,2.17,2.6,80.6,28,6.9,15,23.1,12.1,6.74
1931,11,60.7,13.6,6.07,2.1,63,19.9,4.6,11.4,18.2,8.5,7.15
1931,12,67.3,11.9,18.98,1.4,43.4,40.3,-0.4,5.6,11.6,6.2,10.92
1932,1,71.1,10.4,13.92,1.5,46.5,103.5,1.5,6.7,11.9,6.7,16.17
1932,2,64.5,14.1,19.67,2.1,60.9,57.6,-1.2,5.9,13,5.4,10.9
1932,3,70.4,12.5,22.97,2,62,125.9,-2,4.3,10.6,5.3,15.14
1932,4,61.2,16.8,8.98,3.7,111,48.8,3.3,11.7,20.1,7.6,10.02
1932,5,62.7,15.8,0,4.3,133.3,158.4,9.9,17.8,25.7,12.7,12.82
1932,6,60.3,14.9,0,4.8,144,133.9,15,22.4,29.9,17.8,10.39
1932,7,53,15.1,0,5,155,93.9,17.2,24.7,32.3,20.9,9.31
1932,8,44.8,16.6,0,4.8,148.8,66,16,24.3,32.6,20.8,6.15
1932,9,48.7,15.7,0,3.7,111,39.6,13,20.8,28.7,16.5,10.18
1932,10,60.4,13.3,2.04,2,62,151.1,7,13.6,20.3,12.1,12.87
1932,11,64.9,12.7,18.62,1.5,45,149.3,-0.5,5.9,12.3,6.5,13.56
1932,12,64,12.3,25.04,0.7,21.7,68.2,-3.8,2.4,8.6,6.4,14.1
1933,1,65.8,12.7,20.52,1.7,52.7,102.8,-1,5.4,11.8,5.5,12.68
1933,2,66.8,13.5,22.81,1.6,44.8,44.2,-4,2.8,9.6,4.9,11.23
1933,3,73.6,12.3,19.5,2.2,68.2,70.1,-0.6,5.6,11.8,5.7,12.6
1933,4,66.3,14.9,5.06,3.6,108,143.6,5.1,12.5,20,8.5,14.14
1933,5,73.1,13.1,0,3.8,117.8,139.5,12.4,18.9,25.5,15.2,15.65
1933,6,53.9,16.8,0,5.2,156,55.5,15,23.4,31.8,18.6,10.76
1933,7,56.5,15.7,0,4.8,148.8,147,16.4,24.2,32.1,21.3,13.47
1933,8,65.6,14.2,0,3.8,117.8,141.9,16.8,23.9,31,23,14.91
1933,9,63.8,13.8,0,3.5,105,67.7,15.6,22.5,29.4,19.1,8.43
1933,10,49.6,16.8,5.43,2.6,80.6,45.7,5,13.4,21.8,10.1,7.73
1933,11,68.1,14,17.35,1.8,54,16.3,0,7,14,6.5,6.67
1933,12,65.6,12.9,23.8,1.4,43.4,48,-2.7,3.8,10.3,5.2,11.08
1934,1,68.9,13.1,24.37,1.5,46.5,27,-3.2,3.4,10,5.1,10.42
1934,2,65.9,13.8,27.4,1.1,30.8,40.2,-10.7,-3.8,3.1,3.3,12.08
1934,3,63.7,15,23.8,2.3,71.3,84.2,-2.7,4.8,12.3,5.3,13.33
1934,4,63.5,15.6,5.86,3.4,102,43.4,4.7,12.5,20.3,9.2,9.65
1934,5,61.5,15.6,0,4.1,127.1,112.3,10.5,18.3,26.1,14.6,11.98
1934,6,58.1,16.3,0,5.2,156,66.6,16.7,24.8,33,20.6,10.31
1934,7,57.8,15.8,0,5.2,161.2,51.6,19.2,27.1,35,23.9,10.16
1934,8,64.5,13.7,0,3.9,120.9,144.3,16.5,23.3,30.2,20.6,11.95
1934,9,66,13,0,3.1,93,187,14.7,21.2,27.7,19.1,11.73
1934,10,52.1,16,4.09,2.6,80.6,24.1,5.7,13.7,21.7,10.2,5.24
1934,11,62,14.4,11.68,2.1,63,84.3,2.2,9.4,16.6,7.2,10.17
1934,12,70.9,11.1,25.04,1.2,37.2,77.7,-3.8,1.8,7.4,4.6,10.91
1935,1,69.7,12.3,27.32,1.1,34.1,131.7,-6.1,0.1,6.3,4.5,16.22
1935,2,67.8,12.7,23.65,1.4,39.2,44.5,-4.9,1.5,7.9,4.8,10.13
1935,3,65.7,14.3,11.04,2.7,83.7,63.3,2.6,9.7,16.9,7.5,12.33
1935,4,72.8,13.3,7.36,2.8,84,86.3,4,10.6,17.3,8.7,12.98
1935,5,67.1,14,0.28,3.7,114.7,83.3,8.9,15.9,22.9,12.1,12.3
1935,6,57.5,16.1,0,4.9,147,78.9,14.3,22.3,30.4,17.8,11
1935,7,67.5,14.9,0,4.6,142.6,62.2,18.7,26.1,33.6,24.5,9.61
1935,8,64.1,14,0,3.9,120.9,100.6,17.2,24.2,31.2,23,9.59
1935,9,61.3,14.1,0,3.2,96,133.1,12.6,19.6,26.7,16.5,12.82
1935,10,47.1,16.7,3.06,2.9,89.9,70.9,6.3,14.6,23,10.1,8.77
1935,11,75.3,11.5,7.14,1.7,51,99.2,4.1,9.8,15.6,8.5,11.8
1935,12,78.8,9.5,27.14,0.8,24.8,47.6,-5.9,-1.1,3.7,4.2,9.96
1936,1,71.4,11.4,28.7,0.8,24.8,97,-7.8,-2.1,3.6,4.1,16.36
1936,2,67.7,12.8,27.36,1.2,34.8,79.3,-8.6,-2.2,4.2,3.5,13.84
1936,3,68,14.7,12.07,2.8,86.8,169.1,2.2,9.5,16.9,7.3,13.56
1936,4,67.6,15,8.51,3.4,102,54.4,3.5,11,18.5,7.6,10.39
1936,5,52.9,17.5,0,4.8,148.8,36.2,10.6,19.3,28.1,14.3,13.44
1936,6,57,16.3,0,5,150,67.9,14.3,22.4,30.6,17.8,8.82
1936,7,50.8,16,0,5.2,161.2,58.5,17.8,25.8,33.8,22.5,11.08
1936,8,56.8,15.6,0,4.4,136.4,59.2,17.7,25.5,33.3,23.4,10.33
1936,9,56.6,15.3,0,3.6,108,63.5,14.2,21.8,29.5,18.5,8.6
1936,10,62.3,14.3,0.59,2.4,74.4,113.4,8.4,15.5,22.7,12.5,7.43
1936,11,68.6,13,15.54,1.8,54,22,0.7,7.2,13.7,6.5,6.14
1936,12,74.8,10.2,23.91,0.9,27.9,114.7,-2.8,2.3,7.4,5.7,14.81
1937,1,74.9,11.2,17.66,1.6,49.6,149.8,0.1,5.7,11.3,5.7,19.35
1937,2,70.3,12.3,23.19,1.2,33.6,66.9,-4.4,1.8,8,5.5,11.91
1937,3,70,13.6,21.02,2.4,74.4,21.4,-1.2,5.6,12.4,5.3,8.5
1937,4,68.7,14.8,7.14,3.2,96,178,4.1,11.5,18.9,8.6,16.22
1937,5,58.7,16.4,0,4.5,139.5,93.6,10,18.2,26.4,12.7,12.87
1937,6,63,15.6,0,4.8,144,143.1,16.1,23.9,31.7,20.2,13.81
1937,7,60.4,15.8,0,4.7,145.7,76.2,16.9,24.8,32.7,21.9,11.3
1937,8,65.4,15.4,0,4.1,127.1,194.5,17.7,25.4,33.1,24.1,13.15
1937,9,56.3,15.7,0,3.2,96,82.8,10.9,18.7,26.6,15.9,6.86
1937,10,67.3,13.7,4.09,2.2,68.2,197.2,5.7,12.5,19.4,10.1,13.54
1937,11,67.5,14.9,16.58,2,60,66.4,0.3,7.7,15.2,6.5,10.81
1937,12,71.8,11.8,25.15,1.3,40.3,12.1,-3.9,2,7.9,4.6,6.96
1938,1,71,11.4,25.88,1,31,40.7,-4.6,1.1,6.8,5,11.66
1938,2,69.8,12.7,19.44,1.9,53.2,31.2,-1.4,5,11.4,5.4,10.45
1938,3,65.3,15.3,12.6,2.9,89.9,50.5,2,9.6,17.3,6.9,10.72
1938,4,66.1,15.7,3.61,3.7,111,40.8,5.9,13.7,21.6,9.3,9.01
1938,5,69.6,15,0,4,124,135.6,10.3,17.8,25.3,13.5,12.3
1938,6,62.7,16.3,0,4.7,141,63.1,14,22.1,30.3,17.8,8.9
1938,7,65.5,15.5,0,4.7,145.7,123.6,18,25.7,33.5,23.5,12.66
1938,8,55.6,14.3,0,4.2,130.2,73.8,17.6,24.7,31.9,23.2,11.1
1938,9,69.1,12.3,0,2.8,84,91.5,13.1,19.2,25.4,17.1,11
1938,10,45.8,16.2,4.84,2.5,77.5,39.2,5.3,13.4,21.5,10.4,5.04
1938,11,54.3,15.6,16.06,2.1,63,64.8,0.5,8.3,16.1,6.6,9.51
1938,12,71.3,9.8,24.6,0.9,27.9,94.1,-3.4,1.5,6.4,5.1,10.87
1939,1,69.1,10.6,24.6,1.1,34.1,77.3,-3.4,1.9,7.2,5,13.75
1939,2,66.4,12.2,20.74,1.7,47.6,107.6,-2,4.1,10.2,5.4,16.37
1939,3,66.2,14.2,15.79,2.6,80.6,44.1,0.8,7.9,15,6.3,11.02
1939,4,69.1,13.9,7.36,3.3,99,91.9,4,10.9,17.9,7.6,13.56
1939,5,58.8,14.3,0,4.1,127.1,38.6,11.2,18.3,25.5,14.7,5.21
1939,6,65.5,14.4,0,4.5,135,99.1,16.2,23.4,30.6,20.8,12.89
1939,7,66.9,13.2,0,4,124,211.7,16.6,23.2,29.8,21.9,8.94
1939,8,62.4,13.8,0,3.8,117.8,79.1,17,23.9,30.8,23.2,9.51
1939,9,51.1,14.2,0,3.2,96,40,12.9,20,27.1,17.8,12.25
1939,10,53.6,15.2,2.45,2.5,77.5,88.4,6.7,14.3,21.9,11.4,10.08
1939,11,65.4,13.9,16.58,1.8,54,46,0.3,7.2,14.2,6.5,7.64
1939,12,70.6,10.9,21.77,1.2,37.2,45.5,-1.5,4,9.5,5.8,9.75
1940,1,71.6,11.1,30.3,0.7,21.7,52.3,-10.6,-5,0.6,3.2,10.68
1940,2,71,11.2,23.22,1.5,43.5,53.8,-3.6,2,7.6,4.5,11.73
1940,3,70.7,12.9,22.25,2.2,68.2,62.9,-1.7,4.8,11.3,5.3,12.1
1940,4,67.7,14.5,9.22,3.2,96,129.8,3.2,10.4,17.7,7.6,15.91
1940,5,66.6,14.9,0,4.2,130.2,96.4,10.3,17.7,25.2,12.7,12.06
1940,6,63.9,15.2,0,4.7,141,142.6,15.7,23.3,30.9,19.8,7.2
1940,7,56.5,16.3,0,4.9,151.9,136.3,16.5,24.6,32.8,21.6,12.41
1940,8,71.6,12.6,0,3.4,105.4,167.8,16.3,22.6,28.9,21.2,12.5
1940,9,50.3,16.2,0,3.3,99,43.2,10.5,18.6,26.7,15.9,6.62
1940,10,50.5,14.1,3.39,2.4,74.4,62.4,6.1,13.1,20.2,10.1,7.65
1940,11,71.4,12.2,11.68,1.9,57,123.6,2.2,8.3,14.4,6.5,12.71
1940,12,68.6,11.3,20.01,1.3,40.3,69.5,-0.8,4.9,10.6,6.1,10.39
1941,1,74.8,9.9,25.99,0.9,27.9,55,-4.7,0.3,5.3,4.9,12.74
1941,2,69.5,12.3,24.43,1.5,42,10.8,-5.8,0.4,6.6,3.9,7.51
1941,3,66.7,14.4,24.6,2,62,41.2,-3.4,3.8,11,5.3,10.38
1941,4,58.7,16.3,1.97,4.2,126,70.9,7,15.1,23.3,9.4,10.94
1941,5,48.5,17.2,0,4.8,148.8,46.2,10.2,18.8,27.4,13.5,8.66
1941,6,63,14.8,0,4.6,138,145.1,15.1,22.5,29.9,18.6,12.81
1941,7,67.3,13.5,0,4.3,133.3,190.7,18.3,25,31.8,23.9,13.51
1941,8,51.2,15.9,0,4.5,139.5,119.2,15.8,23.7,31.7,20.4,7.94
1941,9,46.4,17.1,0,3.9,117,25.2,13.4,21.9,30.5,18.3,4.46
1941,10,50.3,15.8,0.02,3,93,20.6,9.7,17.6,25.5,12.7,6.29
1941,11,51.1,17.3,14.76,2.4,72,34.1,1,9.6,18.3,6.9,5.71
1941,12,68.1,11.4,22.01,1.2,37.2,89.9,-1.6,4.1,9.8,6,13.49
1942,1,66.5,11.4,26.29,1.3,40.3,51.6,-5,0.7,6.4,4.1,11.56
1942,2,70.3,12.9,24.27,1.5,42,32.3,-5.6,0.9,7.4,4.1,10.64
1942,3,69.3,13.8,15.26,2.5,77.5,106.9,1,7.9,14.8,6.5,15.23
1942,4,55.4,17.8,4.31,4.2,126,26.5,5.5,14.4,23.3,9.4,5.81
1942,5,65.6,15.2,0,4.3,133.3,138.1,12.1,19.7,27.3,15.3,13.13
1942,6,67.8,13.9,0,4.4,132,117.1,16.2,23.1,30.1,20.1,13.02
1942,7,60.4,15.4,0,4.8,148.8,127.5,17.9,25.6,33.3,23.1,11.93
1942,8,66.4,13.7,0,3.7,114.7,211.8,16.4,23.2,30.1,21.9,15
1942,9,58.1,14.6,0,3.2,96,81.7,13.2,20.5,27.8,18.2,8.6
1942,10,63.1,13.5,0.66,2.3,71.3,252.5,8.3,15,21.8,12.3,12.78
1942,11,67.1,12.8,10.19,2.2,66,45.5,2.8,9.2,15.6,6.5,9.23
1942,12,74.1,10.4,26.09,1.1,34.1,101.5,-4.8,0.4,5.6,4.3,13.07
1943,1,69.5,11.1,24.82,1.2,37.2,52.4,-3.6,2,7.6,4.9,13.15
1943,2,64.6,13.2,22.22,1.8,50.4,25.7,-3.4,3.2,9.8,4.5,10.13
1943,3,62.3,14.9,20.01,2.7,83.7,86.8,-0.8,6.7,14.2,5.4,13.61
1943,4,64.1,15.3,9.7,3.3,99,73,3,10.6,18.3,7.6,12.17
1943,5,66.7,14.2,0,4.1,127.1,118.1,12.2,19.3,26.4,15.2,13.2
1943,6,63.3,14.9,0,5,150,91.3,17.7,25.1,32.6,21.2,9.78
1943,7,60.8,14.6,0,4.5,139.5,58,17.7,25,32.3,23.5,8.98
1943,8,46.9,17,0,4.9,151.9,27.1,16.9,25.4,33.9,21.8,5.55
1943,9,45.3,17.4,0,3.5,105,33.7,10.5,19.2,27.9,16.1,8.94
1943,10,53.1,14.7,3.73,2.5,77.5,66.5,5.9,13.2,20.6,10.1,9.5
1943,11,58.1,15.4,18.11,1.9,57,72.1,-0.3,7.4,15.1,6.5,10.99
1943,12,62.4,13.9,26.39,1.4,43.4,31.1,-5.1,1.9,8.9,4.4,8.39
1944,1,66.3,12.6,25.68,1.2,37.2,55.5,-4.4,1.9,8.2,5.1,12.38
1944,2,68.8,12.4,22.8,1.5,43.5,56.9,-3.2,3,9.2,5.2,11.74
1944,3,67.5,13.7,21.52,2.4,74.4,105.5,-1.4,5.5,12.4,5.3,14.91
1944,4,66.1,14.5,6.71,3.5,105,74,4.3,11.5,18.8,7.8,12.3
1944,5,58.5,16.6,0,4.9,151.9,68.1,13.1,21.4,29.7,16.1,8.32
1944,6,56.6,16.6,0,5.2,156,51.6,15.7,24,32.3,19.6,9.75
1944,7,48.4,16.8,0,5.3,164.3,61.8,16.8,25.2,33.6,21.5,9.17
1944,8,52.2,16.7,0,4.6,142.6,66.5,16,24.3,32.7,21.2,13.1
1944,9,64.7,13.1,0,3,90,186.1,13.9,20.4,27,18.5,11.17
1944,10,54.5,15.4,4.09,2.4,74.4,92.4,5.7,13.4,21.1,10.7,8.19
1944,11,72.5,12.2,12.7,1.8,54,43,1.8,7.9,14,6.9,10.16
1944,12,71.7,10.5,26.58,1,31,62.5,-5.3,0,5.3,4.2,12.81
1945,1,73.5,10.1,27.5,1,31,53.6,-6.3,-1.2,3.9,3.9,12.34
1945,2,68.9,13.1,22.32,1.6,44.8,51,-3.5,3.1,9.7,5,11.9
1945,3,57.8,16,5.64,3.6,111.6,31.4,4.9,12.9,20.9,7.9,8.26
1945,4,61.6,16.4,3.44,3.9,117,67.8,6,14.2,22.4,9.6,13.01
1945,5,65.7,15.3,0.28,3.9,120.9,106.6,8.9,16.5,24.2,12.7,12
1945,6,58.1,16,0,4.8,144,89.5,14.6,22.6,30.6,18.7,12.41
1945,7,67.6,13.8,0,4.3,133.3,195.3,17.3,24.2,31.1,21.9,16.34
1945,8,54.7,15.4,0,4.2,130.2,112.1,15.5,23.2,30.9,20.6,6.85
1945,9,65.7,13.1,0,3.2,96,191.2,15.5,22,28.6,19.7,10.67
1945,10,52.1,15.9,4.09,2.6,80.6,17.6,5.7,13.6,21.6,10.1,7.06
1945,11,67.1,12.9,10.93,1.8,54,86.5,2.5,8.9,15.4,7.5,11.71
1945,12,79.6,9.2,26.58,0.9,27.9,91.6,-5.3,-0.7,3.9,4.2,14.81
1946,1,68.8,11.5,24.71,1.3,40.3,42.3,-3.5,2.3,8.1,4.9,9.6
1946,2,66,13.3,22.22,1.9,53.2,49.1,-3.4,3.3,10,4.5,12.07
1946,3,64.7,14.6,8.31,3.1,96.1,80.6,3.7,11,18.3,7.3,10.58
1946,4,63.2,15.4,4.87,3.9,117,33.8,5.2,12.9,20.6,7.8,10.02
1946,5,72.3,13.8,0,3.7,114.7,166.7,10.7,17.6,24.5,14.1,16.07
